Countries,Air pollution,Dwellings without basic facilities,Educational attainment,Employees working very long hours,Employment rate,Feeling safe walking alone at night,Homicide rate,Household net adjusted disposable income,Household net wealth,Housing expenditure,Labour market insecurity,Life expectancy,Life satisfaction,Long-term unemployment rate,Personal earnings,Quality of support network,Rooms per person,Self-reported health,Stakeholder engagement for developing regulations,Student skills,Time devoted to leisure and personal care,Voter turnout,Water quality,Years in education
Portugal,8,3,0,9,55,5,6,69,83,0,7,24877,255303,19,6,8,1,81,8,5,8,2,3,28410,87,1,7,50,1,5,492,15,111,49,89,17
Russia,11,8,13,8,95,0,1,70,64,4,8,19546,84899,2,17,4,4,69,73,2,5,5,1,1,26720,1,89,1,43,2,37,481,14,703,68,62,16
Slovak Republic,18,5,1,5,92,4,2,68,76,0,8,21149,171425,27,4,8,8,77,8,6,5,3,23619,95,1,1,65,3,469,15,019,66,81,16
Slovenia,17,0,2,90,5,6,71,91,0,4,25250,233286,18,2,5,9,81,6,6,5,1,9,41445,95,1,6,67,2,5,504,15,563,53,93,18
South Africa,28,5,35,9,48,15,4,39,40,13,7,9338,107554,5,18,1,18,16,64,2,4,9,17,9,23943,7,89,1,2,67,4,2,03,410,5,14,749,66,72,15,7
Spain,10,0,3,63,2,5,62,80,0,7,27155,366534,21,7,15,8,83,9,6,5,5,37922,93,1,9,75,1,8,485,7,15,75,72,76,18
Sweden,5,8,0,84,0,9,75,79,1,1,33730,146698,2,20,1,4,4,83,2,7,3,1,47020,94,1,7,76,2,503,15,324,87,97,20
Switzerland,10,1,0,89,0,4,80,86,0,3,39697,266187,4,21,4,3,41,84,7,5,1,7,64824,94,1,9,81,2,3,498,15,202,45,96,17
Türkiye,27,1,4,9,42,25,48,59,1,19890,6,168466,2,18,9,13,78,6,4,9,3,3,27891,1,85,1,67,1,5,462,14,61,86,62,19
United Kingdom,10,1,0,5,82,10,8,75,78,0,2,33049,524422,23,2,3,3,81,3,6,8,0,9,47147,93,2,73,3,1,503,14,94,68,82,17
United States,7,7,0,1,92,10,4,67,78,6,51147,684500,18,3,4,2,78,9,7,0,5,69392,94,2,4,88,3,1,495,14,57,65,88,17
